patent,frequency
6070147,314
6093172,314
6275953,314
2002/0054424,313
4403248,313
4697209,313
4829569,313
5168446,313
5379345,313
5478354,313
5483445,313
5497933,313
5513314,313
5560005,313
5629594,313
5663901,313
5778368,313
5860068,313
5870523,313
6011537,313
6154771,313
6237786,313
6270409,313
6284478,313
6379381,313
6654787,313
2.003E10,312
4793690,312
4876592,312
4990155,312
5287181,312
5333315,312
5501893,312
5515098,312
5596994,312
5686979,312
5702450,312
5755778,312
5808797,312
5855614,312
5918603,312
5931918,312
6013948,312
6119913,312
6210275,312
6256767,312
6287965,312
4572509,311
4638798,311
4937299,311
4977901,311
5330507,311
5411520,311
5462529,311
5495576,311
5572438,311
5582611,311
5642485,311
5644723,311
5673139,311
5850187,311
5859419,311
6108656,311
6265977,311
6282522,311
6640248,311
2003/0043157,310
2006/0097991,310
4736866,310
4857716,310
4880015,310
4890620,310
5127404,310
5388147,310
5545178,310
5569815,310
5720764,310
5796727,310
5835911,310
5913310,310
6038570,310
6044362,310
6067185,310
6085238,310
6327574,310
6346043,310
6447126,310
6658568,310
4796220,309
4898591,309
4997432,309
5226911,309
5276735,309
5366609,309
5369570,309
5391183,309
5395312,309
5446756,309
5544661,309
5609634,309
5634936,309
5721783,309
5800525,309
5817113,309
5946667,309
5954722,309
5974398,309
6068552,309
6105007,309
6131095,309
6270411,309
6640145,309
2002/0069218,308
4230463,308
4373519,308
4570217,308
4669730,308
4712555,308
5068536,308
5176680,308
5195086,308
5226913,308
5326959,308
5380316,308
5404505,308
5441047,308
5472443,308
5485579,308
5576474,308
5628788,308
5649959,308
5659616,308
5674242,308
5776161,308
5800420,308
5800482,308
5826245,308
5851508,308
6113637,308
6233565,308
6418448,308
6697944,308
5184830,307
5237499,307
5240417,307
5299288,307
5323060,307
5352351,307
5469003,307
5488000,307
5633932,307
5655148,307
5793762,307
5868202,307
5995105,307
6095661,307
6119103,307
6158010,307
4426451,306
4649922,306
4654482,306
4671445,306
5042486,306
5053774,306
5055851,306
5122122,306
5229647,306
5270086,306
5275159,306
5283734,306
5414833,306
5525464,306
5526353,306
5534007,306
5583560,306
5644576,306
5650958,306
5724412,306
5732398,306
5794178,306
5840020,306
5845259,306
5903559,306
5903882,306
5923056,306
6002952,306
6021403,306
6334856,306
6421709,306
6809653,306
4630201,305
4698787,305
4816339,305
4842278,305
4946378,305
4963994,305
4967765,305
5084065,305
5160342,305
5280277,305
5282799,305
5286254,305
5341478,305
5455040,305
5493409,305
5496453,305
5578073,305
5584803,305
5585866,305
5589466,305
5805719,305
5810764,305
5825759,305
5900354,305
5909492,305
5921982,305
5932863,305
5941896,305
6185452,305
6199076,305
6278982,305
2003/0174408,304
4599705,304
4945912,304
5082054,304
5098426,304
5117355,304
5130792,304
5184319,304
5192946,304
5195092,304
5231484,304
5242441,304
5250789,304
5354308,304
5496317,304
5571109,304
5597107,304
5621456,304
5672176,304
5689553,304
5694163,304
5721908,304
5734838,304
6107920,304
6117101,304
6170011,304
2004/0211920,303
4256108,303
4566620,303
4734858,303
4771573,303
4917089,303
5142930,303
5179702,303
5304184,303
5409000,303
5540712,303
5604531,303
5661053,303
5669933,303
5751282,303
5761648,303
5813753,303
5824094,303
5961593,303
5976159,303
6223988,303
6282548,303
6442748,303
6671818,303
10-303114,302
4123061,302
4550221,302
4553393,302
4979959,302
5191883,302
5222971,302
5270163,302
5287194,302
5288514,302
5297283,302
5319455,302
5324304,302
5397921,302
5400267,302
5413571,302
5489952,302
5555286,302
5579471,302
5729743,302
5742596,302
5761686,302
5762458,302
5899980,302
6046840,302
6074386,302
6132464,302
4177814,301
4882565,301
4905094,301
4934694,301
4940052,301
4940064,301
4975840,301
5047928,301
5089112,301
5287269,301
5304220,301
5308998,301
5355391,301
5411104,301
5448110,301
5466237,301
5486335,301
5621201,301
5671412,301
5748763,301
5843767,301
5864823,301
5898780,301
5970471,301
6023714,301
6029250,301
6182094,301
6574211,301
4672658,300
4686620,300
4812628,300
4820349,300
4889818,300
5030201,300
5151100,300
5177685,300
5207678,300
5529235,300
5565858,300
5667011,300
5673841,300
5708422,300
5727569,300
5734719,300
5791991,300
5818437,300
5824093,300
5920848,300
5980928,300
5985356,300
6006328,300
6168523,300
6226623,300
6315660,300
6389402,300
6426893,300
7181438,300
4205780,299
4222115,299
4323921,299
4544545,299
4877949,299
4951677,299
5099353,299
5122130,299
5209229,299
5237648,299
5239198,299
5246458,299
5263953,299
5339897,299
5372133,299
5445166,299
5458643,299
5473607,299
5479411,299
5628055,299
5643087,299
5659726,299
5666530,299
5692974,299
5769086,299
5776184,299
5833538,299
5940073,299
5971277,299
6186894,299
6212330,299
6237605,299
6299757,299
6473072,299
6485413,299
6487106,299
6502161,299
6516227,299
6690268,299
4089374,298
4144935,298
4264808,298
4469110,298
4500919,298
4621643,298
4702254,298
4727243,298
4870957,298
4902508,298
4953551,298
4961088,298
5037173,298
5121256,298
5147357,298
5232875,298
5307976,298
5352222,298
5388648,298
5507769,298
5525322,298
5825528,298
5963925,298
6144711,298
6335029,298
6338790,298
6534395,298
4000739,297
4632100,297
4834735,297
4877030,297
4926480,297
4937863,297
4969041,297
4978049,297
5130794,297
5267997,297
5428607,297
5557742,297
5585787,297
5649296,297
5693762,297
5733925,297
5768578,297
5845281,297
6047268,297
6070191,297
6176992,297
6199204,297
6251013,297
6710908,297
4025159,296
4232676,296
4529401,296
4700708,296
4932969,296
4978335,296
4988356,296
4989230,296
5063081,296
5175416,296
5241542,296
5318221,296
5330471,296
5343239,296
5361256,296
5511111,296
5523589,296
5524195,296
5652570,296
5661500,296
5689100,296
5704017,296
5841126,296
5905736,296
5933421,296
5999914,296
6006332,296
6042875,296
6129274,296
2003/0065805,295
4228496,295
4536791,295
4805020,295
5305200,295
5312023,295
5458574,295
5592378,295
5622170,295
5627979,295
5635358,295
5693051,295
5737619,295
5779130,295
5806965,295
5867429,295
5876367,295
5890137,295
5956501,295
6088608,295
6098717,295
6142874,295
6263313,295
4011602,294
4424414,294
4530914,294
4754310,294
4871930,294
4881114,294
5192947,294
5214845,294
5285352,294
5397323,294
5498960,294
5576727,294
5576951,294
5669924,294
5800690,294
5848964,294
6024640,294
6072233,294
6120904,294
6398218,294
6539396,294
4063220,293
4140180,293
4884814,293
5011469,293
5034001,293
5111817,293
5213337,293
5255742,293
5337744,293
5341807,293
5342387,293
5352749,293
5397345,293
5782397,293
5782757,293
5829520,293
5892903,293
5894554,293
5990629,293
6097147,293
6314402,293
6358556,293
6421733,293
6558351,293
4453074,292
4538622,292
4679227,292
4727877,292
4738255,292
4935027,292
5171279,292
5276266,292
5283639,292
5309474,292
5311591,292
5418537,292
5438215,292
5467388,292
5527322,292
5539735,292
5605793,292
5652626,292
5702343,292
5880731,292
5909686,292
5969422,292
6020629,292
6041311,292
6071305,292
6091975,292
6168614,292
6195196,292
6277139,292
6427140,292
6480885,292
3984624,291
4113100,291
4728892,291
4863538,291
4957498,291
5014234,291
5016138,291
5084049,291
5099840,291
5196024,291
5273524,291
5443458,291
5458641,291
5531878,291
5536947,291
5564615,291
5638457,291
5695810,291
5738574,291
5951492,291
5972027,291
5987480,291
6032119,291
6088607,291
6093102,291
6097087,291
6285987,291
6405132,291
6419579,291
6494888,291
2002/0010679,290
4215682,290
4277649,290
4807626,290
4816904,290
4872947,290
4886118,290
5026798,290
5037422,290
5116318,290
5134311,290
5147345,290
5219355,290
5242399,290
5283856,290
5355880,290
5356433,290
5504482,290
5534911,290
5562724,290
5610653,290
5638509,290
5647798,290
5653863,290
5959577,290
5971941,290
6009103,290
6039763,290
6062980,290
6120839,290
6199045,290
6347398,290
4677975,289
4738666,289
4747831,289
4750492,289
4908873,289
4984594,289
5002560,289
5084044,289
5241625,289
5272012,289
5327421,289
5335219,289
5370683,289
5452289,289
5474958,289
5541955,289
5550976,289
5643086,289
5687734,289
5807165,289
5872928,289
5971954,289
6035287,289
6096037,289
6231561,289
6264087,289
6342277,289
4191609,288
4289123,288
4392853,288
4413989,288
4784137,288
4902108,288
5112457,288
5200822,288
5233456,288
5244534,288
5272638,288
5306307,288
5485947,288
5649547,288
5666487,288
5750015,288
5797909,288
5837008,288
5880411,288
5893796,288
5897553,288
6172798,288
6199195,288
6227447,288
6256523,288
6272474,288
6275717,288
6368350,288
3995623,287
4237224,287
4376978,287
4505414,287
4593691,287
4676258,287
4752024,287
4827395,287
4894060,287
4953159,287
5018256,287
5103804,287
5131388,287
5152917,287
5204670,287
5449372,287
5497172,287
5544320,287
5545214,287
5563946,287
5825046,287
5846260,287
5868760,287
5950176,287
6092049,287
6243691,287
6553336,287
6602252,287
6905057,287
2004/0109237,286
2677369,286
3079606,286
3890977,286
4205679,286
4573966,286
4713753,286
4750487,286
4752877,286
4799939,286
4894789,286
4969880,286
5057368,286
5257283,286
5315785,286
5437662,286
5459610,286
5572583,286
5575799,286
5633678,286
5709224,286
5715823,286
5793980,286
5901895,286
5902983,286
5970472,286
6048342,286
6086600,286
6088451,286
6088455,286
6118426,286
6259937,286
6290674,286
6292901,286
6484149,286
"""WO 2004/053955""",285
2004/0240032,285
3264272,285
3773919,285
4390403,285
4606343,285
4644351,285
5049487,285
5109482,285
5126034,285
5234437,285
5280527,285
5550816,285
5571100,285
5580309,285
5649200,285
5739945,285
5774452,285
5788979,285
5874914,285
6080488,285
6099408,285
6112186,285
6148261,285
6212512,285
6233618,285
6311194,285
6663639,285
6732124,285
2004/0114117,284
2004/0125351,284
3979274,284
4265874,284
4588790,284
4663230,284
4672398,284
4759828,284
4774663,284
4972457,284
4995402,284
5032979,284
5133065,284
5203326,284
5249585,284
5495610,284
5522880,284
5530455,284
5575818,284
5632772,284
5704366,284
5716415,284
5727163,284
5737035,284
5919257,284
6072870,284
6134548,284
6202054,284
6202207,284
6229200,284
6616819,284
3502538,283
3530441,283
3999607,283
4286082,283
4298869,283
4573994,283
4669731,283
4965122,283
5002867,283
5101402,283
5136647,283
5262305,283
5263157,283
5291560,283
5315098,283
5440723,283
5495533,283
5636052,283
5661632,283
5674128,283
5683934,283
5740171,283
5795322,283
5929850,283
6000006,283
6029182,283
6055180,283
6055637,283
6132072,283
6138139,283
6185625,283
6305314,283
6330499,283
6364766,283
6457532,283
6538669,283
3486505,282
4313734,282
4610662,282
4718418,282
4845533,282
4893316,282
4944443,282
4972471,282
4994167,282
5011484,282
5037397,282
5051720,282
5091652,282
5226120,282
5271472,282
5309437,282
5364408,282
5379224,282
5456713,282
5486686,282
5519704,282
5545229,282
5551027,282
5586264,282
5680860,282
5751997,282
5855514,282
5865791,282
5917707,282
5940812,282
5957854,282
5987352,282
6000000,282
6076148,282
6093156,282
6165183,282
6209123,282
6231600,282
6254483,282
6473332,282
2002/0075844,281
4225410,281
4608981,281
4984155,281
5017714,281
5113859,281
5119104,281
5136483,281
5151629,281
5183404,281
5192307,281
5226130,281
5229331,281
5261044,281
5262860,281
5319707,281
5330226,281
5354712,281
5408417,281
5457493,281
5458615,281
5481741,281
5513135,281
5554181,281
5632551,281
5657390,281
5742604,281
5826776,281
5841452,281
5844553,281
5879713,281
5882987,281
5924090,281
5983073,281
6044205,281
6087196,281
6141653,281
6295154,281
6295506,281
6347163,281
2004/0217919,280
4467421,280
4631211,280
4823265,280
5028787,280
5095480,280
5104025,280
5111444,280
5142684,280
5214420,280
5282863,280
5304200,280
5318116,280
5387213,280
5422435,280
5432907,280
5452717,280
5484451,280
5486129,280
5497087,280
5517347,280
5725524,280
5733303,280
5834844,280
5870474,280
5954259,280
6011986,280
6063121,280
6398779,280
4118531,279
4381522,279
4412292,279
4415732,279
4500707,279
4688026,279
4716960,279
4817711,279
4833308,279
4858121,279
4969468,279
5053046,279
5059394,279
5078713,279
5093912,279
5185561,279
5186629,279
5231633,279
5295154,279
5314444,279
5316664,279
5340467,279
5461411,279
5501989,279
5602377,279
5608446,279
5610438,279
5625668,279
5631734,279
5646768,279
5667523,279
5687331,279
5711811,279
5735897,279
5769785,279
5809242,279
5861881,279
5903721,279
6046464,279
6086586,279
6263222,279
6293925,279
6320786,279
6330965,279
6366622,279
6416471,279
6484261,279
6648821,279
"""WO 98/38597""",278
3661423,278
3970088,278
4226898,278
4653498,278
4655880,278
4744802,278
4752597,278
4877020,278
4922486,278
4966604,278
5038089,278
5109414,278
5150706,278
5157480,278
5157663,278
5157687,278
5172214,278
5236039,278
5247683,278
5279029,278
5306308,278
5327529,278
5346797,278
5439464,278
5489058,278
5520684,278
5647002,278
5665997,278
5696386,278
5702449,278
5724425,278
5772585,278
5811238,278
5818095,278
5873069,278
5885470,278
5945944,278
5961440,278
6012046,278
6032136,278
6035281,278
6185601,278
6305686,278
6314014,278
6327622,278
6340114,278
6548967,278
6585644,278
6609113,278
6761720,278
7117504,278
8-078329,278
2006/0026521,277
4203444,277
4685903,277
4982346,277
5036015,277
5041089,277
5093914,277
5166096,277
5186647,277
5190405,277
5233654,277
5290312,277
5332402,277
5339330,277
5350836,277
5371734,277
5376070,277
5440744,277
5572442,277
5607426,277
5682884,277
5685299,277
5712191,277
5763755,277
5787253,277
5806044,277
5823879,277
5832448,277
5864830,277
5870549,277
5895454,277
5917830,277
5924083,277
6053932,277
6070671,277
6135208,277
6151601,277
6152987,277
6287628,277
6506559,277
6561978,277
6772132,277
"""0 970 711""",276
3929678,276
4168396,276
4347686,276
4706275,276
4740792,276
4750119,276
4823181,276
4869717,276
4899136,276
4927857,276
4980826,276
5096867,276
5180393,276
5267334,276
5276731,276
5295244,276
5392854,276
5426281,276
5499128,276
5597312,276
5600573,276
5638371,276
5659350,276
5776130,276
5785630,276
5794221,276
5801747,276
5809483,276
5902184,276
6078914,276
6083248,276
6093146,276
6113629,276
6141341,276
6177980,276
6192407,276
6301668,276
6526335,276
6537150,276
2297691,275
3986997,275
4251798,275
4258421,275
4315318,275
4430081,275
4476862,275
4587189,275
4867164,275
4918690,275
4955908,275
5057932,275
5236460,275
5295256,275
5341328,275
5345446,275
5400401,275
5412717,275
5442791,275
5461425,275
5527293,275
5554185,275
5617565,275
5679965,275
5695623,275
5697927,275
5822436,275
5826014,275
5827271,275
5864683,275
5954745,275
6018722,275
6039733,275
6202060,275
6226680,275
6316838,275
6321267,275
6947571,275
"""WO 03/077037""",274
2004/0119954,274
3954140,274
4181752,274
4360019,274
4381641,274
4597441,274
4959812,274
5014267,274
5060287,274
5136697,274
5185736,274
5253078,274
5350240,274
5469506,274
5621797,274
5643197,274
5670935,274
5732872,274
5836947,274
5938727,274
5945988,274
5989281,274
6016868,274
6026370,274
6067462,274
6084796,274
6097441,274
6174809,274
6202023,274
6302844,274
6678543,274
6697824,274
"""WO 2004/090634""",273
2002/0015215,273
2002/0042090,273
2003/0089899,273
4382441,273
4407290,273
4493323,273
4528239,273
4640352,273
4710192,273
4729076,273
4733335,273
4809170,273
4849692,273
4972504,273
5064006,273
5087243,273
5108564,273
5122138,273
5181181,273
5192415,273
5193056,273
5226429,273
5227878,273
5318122,273
5463620,273
5502636,273
5504921,273
5638819,273
5663077,273
5673840,273
5887133,273
5893095,273
5899269,273
5901789,273
5995855,273
6011795,273
6020883,273
6028690,273
6233575,273
6718535,273
2003/0046401,272
3892568,272
3986349,272
4485869,272
4543399,272
4650193,272
4675863,272
4704514,272
4713808,272
4757495,272
4781798,272
4813429,272
4908761,272
4963995,272
5070297,272
5163951,272
5191522,272
5202829,272
5236447,272
5265065,272
5270979,272
5297626,272
5307490,272
5558092,272
5618045,272
5640414,272
5692668,272
5696906,272
5748737,272
5751018,272
5825352,272
5855007,272
5864871,272
5876675,272
5919100,272
6071279,272
6110043,272
6157850,272
6191429,272
6195140,272
6244958,272
6250532,272
6317718,272
6363421,272
6459919,272
6607509,272
6763226,272
7134999,272
"""WO 00/12147""",271
"""WO 2004/092830""",271
"""WO 2005/024517""",271
3485706,271
4389973,271
4428378,271
4516972,271
4608977,271
4785408,271
4809695,271
4818370,271
4860544,271
4895719,271
4899373,271
4974425,271
4994926,271
5046513,271
5066883,271
5091782,271
5109486,271
5168356,271
5182705,271
5192606,271
5205459,271
5215086,271
5241594,271
5258774,271
5437672,271
5442625,271
5483741,271
5518164,271
5628730,271
5676696,271
5712979,271
5727153,271
5735290,271
5779716,271
5787402,271
5790664,271
5918217,271
5994998,271
6036924,271
6230233,271
6243480,271
6281568,271
6330244,271
6506437,271
"""WO 2004/090577""",270
2004/0218251,270
2005/0046934,270
4085466,270
4545610,270
4598770,270
4611594,270
4788980,270
4880005,270
5019085,270
5115326,270
5117824,270
5200362,270
5207695,270
5212777,270
5224946,270
5230338,270
5249407,270
5251205,270
5371687,270
5375068,270
5403693,270
5457797,270
5458598,270
5461390,270
5492843,270
5506597,270
5520700,270
5535276,270
5617878,270
5636643,270
5679940,270
5710922,270
5716416,270
5717879,270
5739811,270
5782396,270
5797911,270
5827328,270
5832208,270
5895428,270
5955961,270
5999698,270
6029149,270
6038560,270
6104334,270
6165200,270
6339595,270
6527729,270
6606690,270
6931327,270
7074307,270
2003/0058277,269
3945375,269
4570715,269
4571292,269
4856863,269
4901221,269
5042951,269
5108421,269
5111391,269
5116662,269
5169706,269
5308734,269
